text,aspect,polarity,label
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,positive,0
The food is awesome - definitely try the striped bass.,food,positive,0
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,0
"Great food, good size menu, great service and an unpretensious setting.",service,positive,0
"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,negative,1
There are much better places in NY with better prices.,prices,negative,1
(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,positive,0
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",dish,negative,1
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",manager,positive,0
"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",corned beef sandwich,positive,0
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,neutral,2
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",service,negative,1
"otherwise, good stuff for late nite eats.",eats,positive,0
The bruschetta and panini's are so yummy!,panini,positive,0
"I also ordered the Change Mojito, which was out of this world.",Change Mojito,positive,0
"The beverages were excellent, and the dessert was good.",dessert,positive,0
Have the iced tea.,iced tea,positive,0
Decor leaves something to be desired.,Decor,negative,1
This restaurant used to be our regular Thursday night dinner location.,dinner location,neutral,2
The only friendly staff member was the guy at the bar.,bar,neutral,2
I grew up on these bagels.,bagels,positive,0
Prices too high for this cramped and unappealing resturant.,Prices,negative,1
"The well mannered, pleasant staff that Tony has in his employ.",staff,positive,0
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,positive,0
"The main course had an average portion, and was decent overall.",main course,positive,0
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,conflict,3
Prices are very good.,Prices,positive,0
I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,neutral,2
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,negative,1
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",pie,positive,0
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,positive,0
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,positive,0
Our first time in New York and we had to try a New York Bagel.,New York Bagel,neutral,2
These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,positive,0
"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",places,negative,1
They've the best desserts and mixed drinks as well as snack foods.,desserts,positive,0
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quality,negative,1
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive,0
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,positive,0
Great food and the prices are very reasonable.,food,positive,0
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,neutral,2
"The food was very good, a great deal, and the place its self was great.",place,positive,0
Service was slow had to wait to order and get food although not crowded.,food,neutral,2
Went there and had a combination of different seafood dishes and appetizers.,appetizers,neutral,2
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,soy sauce,positive,0
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,atmosphere,positive,0
Went for a late weekday lunch.,lunch,neutral,2
Too bad the food wasn't of the same heritage.,food,negative,1
The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,positive,0
"After the main course came, we didn't see our waiter for at least 40 MINUTES!",waiter,negative,1
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,reservations,negative,1
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,positive,0
"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",dim sum,negative,1
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,fromager,positive,0
"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,positive,0
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",special menu,positive,0
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",champagne,neutral,2
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",taste,negative,1
"For appetizers, I recommend the shrimp fritters and dumplings.",dumplings,positive,0
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,0
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",pastrami on challah sandwich,positive,0
"So, for good food i'd recommend it, but not for a fun night out.",food,positive,0
I would have gotten some cole slaw and a knish if my stomach had more space.,knish,neutral,2
I look forward to eating here again,eating,positive,0
"All the money went into the interior decoration, none of it went to the chefs.",interior decoration,positive,0
The food now is inconsistent.,food,negative,1
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",dinner,neutral,2
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",area,negative,1
Try the tandoori salmon!,tandoori salmon,positive,0
We took advanatage of the half price sushi deal on saturday so it was well worth it.,half price sushi deal,positive,0
The bar is very well stocked with interesting beers and well priced wines.,beers,positive,0
"Over price, and small portions .",portions,negative,1
you can actually get 2 salads worth if u take it home and add it to some lettuce!,salads,negative,1
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",portion,positive,0
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",owner,positive,0
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,0
"Great for groups, great for a date, great for early brunch or a nightcap.",brunch,positive,0
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive,0
Decor is nice though service can be spotty.,service,negative,1
"Service is great, takeout is good too.",Service,positive,0
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral,2
"Yes, the prices are high, but I felt it was worth it.",prices,conflict,3
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive,0
"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",dinners,positive,0
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,neutral,2
"$160 for 2 filets, 2 sides, an appetizer and drinks.",sides,neutral,2
"great food, lt's of it, more then one person can eat!",food,positive,0
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.",bistro fare,positive,0
We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,mimosas,positive,0
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,positive,0
We got in line and were served while in line a bannan fritter.,served,neutral,2
"The prices cannot be beat for the quality, quantity, freshness and taste.",quality,positive,0
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,positive,0
"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",pita,neutral,2
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",menu,neutral,2
I cannot imagine better Indian food in all of the city.,Indian food,positive,0
"I have been here a few times for dinner, once for brunch and twice for lunch.",lunch,neutral,2
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,negative,1
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",Vietnamese classics,positive,0
For those prices and the dressed up atmosphere you expect more and should get more.,prices,negative,1
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,negative,1
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive,0
The prices are exceptionally reasonable for food of this caliber.,prices,positive,0
"They never brought us complimentary noodles, ignored repeated requests for sugar, and threw our dishes on the table.",dishes,negative,1
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,glass of water,neutral,2
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,positive,0
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",bar,neutral,2
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive,0
"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral,2
The drinks are always welll made and wine selection is fairly priced.,drinks,positive,0
"Otherwise, this place has great service and prices and a nice friendly atmosphere.",atmosphere,positive,0
The staff offers impeccable service.,service,positive,0
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,dessert,neutral,2
"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,positive,0
"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",seafood,positive,0
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,positive,0
He takes real pride in his food and his business.,food,positive,0
The last time I went we were seated at a table in a corridor next to the kitchen.,table,negative,1
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,positive,0
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,prices,positive,0
The prices and ambience are especially great considering it's in the West Village.,ambience,positive,0
"Southern Indian cuisine is still there, too.",Southern Indian cuisine,neutral,2
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",menu,negative,1
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",desserts,negative,1
"The service was bad, the food took to forever to come, we sat on the upper level.",food,negative,1
The food was well prepared and the service impecable.,service,positive,0
The music is the best among all the Indian restaurants I have visited.,music,positive,0
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,2
Both times we waited well over a half hour for a table (even though we had reservations).,table,negative,1
"My host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",waiter,neutral,2
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative,1
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,Thai noodles with shrimp and chicken and coconut juice,positive,0
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,positive,0
If you go here - your focus should be the Tamarind Margaritas.,Tamarind Margaritas,positive,0
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",bistro fare,positive,0
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,positive,0
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,negative,1
"Not a large place, but it's cute and cozy.",place,conflict,3
Other apetizers and food,apetizers,neutral,2
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,positive,0
"The food is very good for it's price, better than most fried dumplings I've had.",food,positive,0
It won't break the bank but I also wouldnt come back for the food.,food,negative,1
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",ingredients,negative,1
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive,0
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive,0
"In such a crappy part of town to find a good value for lunch, this place is great.",value,positive,0
"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",Thai food,positive,0
"For the price, you cannot eat this well in Manhattan.",price,positive,0
"Oh, don't even let me start with how expensive the bills were!",bills,negative,1
Nothing better than buying a snapple for $3.25 too.,snapple,positive,0
It appears to be the owner's first venture and it shows.,owner,negative,1
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,negative,1
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,bread,negative,1
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,Italian food,positive,0
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",oysters,positive,0
"Average to good Thai food, but terrible delivery.",delivery,negative,1
They've the best desserts and mixed drinks as well as snack foods.,snack foods,positive,0
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive,0
Personal pans are the perfect size for those hungry nights.,Personal pans,positive,0
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",Sushi fix,positive,0
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",Spider Roll,conflict,3
"However, they've got the most amazing pastrami and the soups hit the spot.",soups,positive,0
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",popcorn topping,neutral,2
Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,neutral,2
"good music, great food, speedy service affordable prices.",music,positive,0
I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,2
The staff is very attentive and we can almost always get a table.,staff,positive,0
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",wait staff,negative,1
They are served with a free appetizer and the portions are perfect for lunch.,portions,positive,0
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,front doors,neutral,2
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,positive,0
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",bill,conflict,3
The service was friendly and the atmosphere was casual.,atmosphere,positive,0
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.",service,conflict,3
Spreads and toppings are great - though a bit pricey.,toppings,positive,0
The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,positive,0
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,2
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",tables,positive,0
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,positive,0
"To celebrate a birthday, three of us went to Mare anticipating great food.",food,neutral,2
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,rice,negative,1
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,positive,0
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,negative,1
One should not go to Lucky Strike for the food.,food,negative,1
"There was a small wait, but shorter than I expected.",wait,conflict,3
"Barbecued codfish was gorgeously moist - as if poached - yet the fabulous texture was let down by curiously bland seasoning - a spice rub might have overwhelmed, however herb mix or other sauce would have done much to enhance.",spice rub,negative,1
The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,live jazz,positive,0
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",shrimp,negative,1
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.",chef,neutral,2
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive,0
The dim sum however was very good.,dim sum,positive,0
The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,negative,1
Diner food at bistro prices is a bummer....,food,negative,1
"Dessert - can't be missed, so save room!!!",Dessert,positive,0
I would have gotten some cole slaw and a knish if my stomach had more space.,cole slaw,neutral,2
We had champagne and caviar and felt like princesses!,champagne,positive,0
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive,0
they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.,tables,positive,0
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,FOOD QUALITY,negative,1
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",service,neutral,2
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,positive,0
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",hunan chicken,neutral,2
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,positive,0
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive,0
I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,positive,0
"We've only eaten in the restaurant once, but we have ordered many times for dinner.",dinner,neutral,2
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",pizza,positive,0
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,negative,1
The food was pretty tradional but it was hot and good with large portions.,food,positive,0
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",LOBSTER TAILS,positive,0
So some of the reviews here are accurate about the crowd and noise.,noise,negative,1
We had the most wonderful waitress.,waitress,positive,0
"The waiters are sweet, the food is tasty and the bill is never too large.",bill,positive,0
"The photobook menu was a cute touch, certainly helped my group and I pick the fried chicken, pork chop, and noodle dishes that we all ordered.",fried chicken,neutral,2
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",sake,positive,0
Example is the soup which was about 6 oz for $12 dollars and the mushrooms where $12 for about 1oz.,mushrooms,positive,0
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",money,negative,1
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",wine,negative,1
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive,0
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,positive,0
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative,1
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",red curry,negative,1
"For years, I thought Tuscan cuisine was the best, but Salvatore converted me to the hearty Neapolitan fare on my first visit.",Tuscan cuisine,conflict,3
"Three page wine menu, one page entree and horedevous.",horedevous,positive,0
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,positive,0
I must say the view of NYC is so beautiful!,view,positive,0
i recommend the thai popcorn :),thai popcorn,positive,0
Waiters are slow but sweet.,Waiters,conflict,3
"The entree was bland and small, dessert was not inspired.",entree,negative,1
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,neutral,2
"if this happens, just ask for real naan.",naan,neutral,2
"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,positive,0
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",aisle,negative,1
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,0
"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,negative,1
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",chef,positive,0
Great food and the prices are very reasonable.,prices,positive,0
"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,0
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,positive,0
"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them.",waiter,negative,1
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",trout,neutral,2
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,neutral,2
Good bagels and good cream cheese.,cream cheese,positive,0
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,positive,0
"Yes, there might be a wait if you have no reservations.",reservations,neutral,2
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,positive,0
Their pad penang is delicious and everything else is fantastic.,pad penang,positive,0
"It's also attached to Angel's Share, which is a cool, more romantic bar...",bar,positive,0
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,negative,1
"The overall price tag was very very expensive, something I did expect.",price tag,negative,1
"The $300 bill was a bit steep, but the experience was great.",bill,negative,1
The food was actually aweful.,food,negative,1
"So, the menu is written in chalk above your head and it all sounds delicious.",menu,neutral,2
"Over price, and small portions .",price,negative,1
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,neutral,2
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",drink,neutral,2
"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,neutral,2
The waitress suggested glasses of wine that went very well with the food.,waitress,positive,0
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,negative,1
This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,positive,0
I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,dining area,neutral,2
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative,1
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",in sandwiches,negative,1
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,table,neutral,2
This is a cute place and could be good but they need to get their act together.,place,positive,0
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,outdoor seating,positive,0
This place must have cost the owners afortune to build.,cost,negative,1
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,neutral,2
"Probably much busier for lunch, it's seldom crowded for dinner (too close to downtown).",lunch,neutral,2
What I didn't like was how the food came right after it was ordered.,food,negative,1
Bartender was unable to tear himself away from friends at bar.,Bartender,negative,1
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",hostess,negative,1
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive,0
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,apples,neutral,2
The specials are usually quite good too.,specials,positive,0
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,kielbasa,neutral,2
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",entree range,positive,0
"They have it all -- great price, food, and service.",food,positive,0
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),ginger lemonade with vodka,positive,0
The bill is approximately $25 for 2 at lunch without drinks.,lunch,neutral,2
Awsome Pizza especially the Margheritta slice.,Pizza,positive,0
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,glasses of wine,positive,0
Dinner took almost 4 hours without any lag time.,Dinner,negative,1
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,positive,0
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",lamb,positive,0
"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",food,neutral,2
"Aside from the rushed service, we were very impressed with the food and the drinks.",drinks,positive,0
The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,fish,negative,1
Did I mention the wine?,wine,neutral,2
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,positive,0
less wait time for me!,wait time,positive,0
Also a little more expensive than your average bagel place.,bagel,neutral,2
"Spice is great Thai food, love the inexpensive appetizers.",appetizers,positive,0
The food is so cheap and the waiters are nice.,waiters,positive,0
This is an amazing place to try some roti rolls.,roti rolls,positive,0
Staff is very accomodating.,Staff,positive,0
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",table,positive,0
Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral,2
"They sell special sushi, everything have a topping, sauce and etc.",topping,positive,0
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,positive,0
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,2
They came out over cooked and the cheese was almost non existant.,cheese,negative,1
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive,0
"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",fish fillet in spicy source,positive,0
People are always friendly.,People,positive,0
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",menu,positive,0
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sushi chef,positive,0
We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.,service,positive,0
We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,neutral,2
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",chicken on rice with ginger,positive,0
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,exotic salad,positive,0
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,neutral,2
This place is worth going even if only for their beer.,beer,positive,0
I have been to spice three times- twice during lunch and once at dinner.,lunch,neutral,2
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",bread,negative,1
Kenny the owner is always there and he treats my family like we are part of his family.,owner,positive,0
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,positive,0
"Grilled whole fish wonderful, great spicing.",fish,positive,0
Fresh ingredients and everything is made to order.,ingredients,positive,0
"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",tramezzinis,positive,0
At the end you're left with a mild broth with noodles that you can slurp out of a cup.,broth with noodles,positive,0
If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,2
I really loved the different and inovated touch that's the cheff gives to the food.,food,positive,0
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",table,neutral,2
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive,0
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",room,negative,1
This place has many different styles of pizza and they are all amazing.,styles of pizza,positive,0
